"drange","dlat","dlon_neg","dlon","D_to_Driftmier","D_to_Adrift_F35","D_to_Earl_Ross_Home","D_to_Ross_Cabin","minDist","District","LLNR","XREF","Aid_x0020_Name","Aid_x0020_Type","Position_x0020__x0028_Latitude_x0029_","Position_x0020__x0028_Longitude_x0029_","Characteristic","Both_x002F_Night_x002F_Day","Height","Range","Location","Structure","Remarks","RACN_x0020_Morse_x0020_Char"
"14","37.8072986111111","-122.362188055556","122.362188055556","45.8777721135583","45.8091399277786","2.6002112982254","9.47593290927341","2.6002112982254","11","4595","","Yerba Buena Island Light","FD","37-48-26.275N","122-21-43.877W","Oc W 4s","Night","95","14","","White octagonal tower.::95","Emergency light of reduced intensity when main light is extinguished.::HORN: 1 blast ev 30s (3s bl). ",""
"14","37.7928219444444","-122.510375","122.510375","46.0262810184561","45.9576005102225","2.6646106559436","9.48420049501889","2.6646106559436","11","365","4245","Mile Rocks Light","FD","37-47-34.159N","122-30-37.350W","Fl W 5s","Night","49","14","","On cylindrical structure with white and orange bands.::49","HORN: 1 blast ev 30s (2s bl), operates continuously. ::AIS MMSI: 993692039",""
"14","37.9632030555556","-122.433500555556","122.433500555556","45.945360092459","45.8774200802492","2.77100008143073","9.31689641539031","2.77100008143073","11","5865","","East Brother Light","FD","37-57-47.531N","122-26-00.602W","Fl W 5s","Night","61","14","","Buff square tower.::61","HORN: 1 blast ev 30s (3s bl), operates continuously from  Oct. 1 to Apr. 1.",""
"14","37.6991925","-123.001822222222","123.001822222222","46.520043370435","46.4510071387279","2.88854840882993","9.57384707958928","2.88854840882993","11","355","","Farallon Light","FD","37-41-57.093N","123-00-06.560W","Fl W 15s","Night","358","14","","White conical tower.::41","",""
"14","37.9956091666667","-123.023155","123.023155","46.5341789514898","46.4664304213156","3.12869806417846","9.27789165425817","3.12869806417846","11","385","","Point Reyes Light","FD","37-59-44.193N","123-01-23.358W","Fl W 5s","Night","265","14","","Cylindrical structure on top of square building.::37","HORN: 1 blast ev 30s (3s bl), operates continuously.",""
"14","33.708555","-118.251648333333","118.251648333333","42.0833116736668","41.994910274357","3.36836588185494","14.3157387092759","3.36836588185494","11","135","3110","Los Angeles Light","FD","33-42-30.798N","118-15-05.934W","Fl G 15s","Night","73","14","","White cylindrical tower with black stripes on white concrete block building.::73","Emergency light of reduced intensity when main light is extinguished.::HORN: 2 blasts ev 30s (2s bl-2s si-2s bl-24s si), operates continuously.",""
"14","33.72319","-118.186816666667","118.186816666667","42.0171585155773","41.9287873900563","3.41499228491287","14.322771825858","3.41499228491287","11","125","3012","Long Beach Light","FD","33-43-23.484N","118-11-12.540W","Fl W 5s","Night","50","14","","NG on a white building with columnar base.::42","HORN: 1 blast ev 30s (3s bl), operates continuously.",""
"14","32.6650683333333","-117.242653333333","117.242653333333","41.2292310395451","41.1354086832385","4.79449113014168","15.6396082536383","4.79449113014168","11","5","","Point Loma Light","FD","32-39-54.246N","117-14-33.552W","Fl W 15s","Night","88","14","","Black house on white square pyramidal skeleton tower.::90","Emergency light of reduced intensity when main light is extinguished.::HORN: 1 blast ev 30s (3s bl). ",""
"13","37.8532144444444","-122.419193055556","122.419193055556","45.9336132401133","45.8651885602219","2.66849004916382","9.4274018793512","2.66849004916382","11","4335","","Point Blunt Light","FD","37-51-11.572N","122-25-09.095W","Fl G 5s","Night","60","13","","White square house.::60"," ::HORN: 1 blast ev 15s (2s bl).",""
"13","33.704805","-118.293988333333","118.293988333333","42.1257881003156","42.0373935218443","3.33506213186068","14.3058024522481","3.33506213186068","11","140","","Point Fermin Light","FD","33-42-17.298N","118-17-38.358W","Fl W 10s","Night","120","13","","On pile.::13","",""
"9","35.3628566666667","-120.869823333333","120.869823333333","44.5173932849222","44.4376322571935","0.275474980870421","12.0693657466395","0.275474980870421","11","240","3835","Morro Bay West Breakwater Light","FD","35-21-46.284N","120-52-11.364W","Fl W 4s","Night","36","9","","White column.::30","Light obscured from 176?? to 207??.::HORN: 1 blast ev 30s (3s bl), operates continuously.",""
"9","34.5770666666667","-120.647248333333","120.647248333333","44.366567239576","44.283250860011","1.06133005168384","12.8812192233149","1.06133005168384","11","210","","Point Arguello Light","FD","34-34-37.440N","120-38-50.094W","Fl W 15s","Night","97","9","","On single post.::15","",""
"9","37.4940202777778","-122.484707777778","122.484707777778","46.0092780720281","45.9392864288877","2.40326124774372","9.78371407689951","2.40326124774372","11","4145","","Pillar Point Harbor Entrance Light","FD","37-29-38.473N","122-29-04.948W","Fl W 5s","Night","50","9","","White cylindrical structure.::50","Obscured from 355?? to 102??.::HORN: 1 blast ev 10s (1s bl), operates continuously.",""
"9","37.8201183333333","-122.499445","122.499445","46.0146607955387","45.9460988233308","2.68179966639402","9.45729871253065","2.68179966639402","11","4250","","Point Diablo Light","FD","37-49-12.426N","122-29-58.002W","Iso W 6s","Night","85","9","","White square house.","HORN: 1 blast ev 15s (2s bl), operates continuously.",""
"9","33.4873708333333","-119.030244166667","119.030244166667","42.883643174988","42.7946820246612","2.90222612046249","14.2990150441007","2.90222612046249","11","2675","","Santa Barbara Island Light","FD","33-29-14.535N","119-01-48.879W","Fl W 5s","Night","195","9","","On post.::18","Visible from 089?? to 353??, partially obscured by hills elsewhere.",""
"9","33.4786083333333","-118.605741666667","118.605741666667","42.4638003824819","42.3745561448245","3.22073821584777","14.4260857110023","3.22073821584777","11","2670","","Santa Catalina Island West End Light","FD","33-28-42.990N","118-36-20.670W","Fl W 6s","Night","76","9","","On post.","Visible from 336?? to 266??, partially obscured by hills elsewhere.",""
"9","33.4063272222222","-118.366499166667","118.366499166667","42.2360537672863","42.1463416919366","3.45184885201123","14.5667726537737","3.45184885201123","11","2625","","Long Point Light","FD","33-24-22.778N","118-21-59.397W","Fl W 6s","Night","71","9","","On post.::15","Obscured from 021?? to 070??.",""
"9","33.3019366666667","-118.317616666667","118.317616666667","42.2015075998151","42.1112924973006","3.55535487933796","14.6811301444644","3.55535487933796","11","2605","","Santa Catalina Island East End Light","FD","33-18-06.972N","118-19-03.420W","Fl W 6s","Night","212","9","","","Visible from 253?? to 068??, partially obscured by hills elsewhere.",""
"9","33.3883966666667","-117.59572","117.59572","41.4745425461358","41.3842821641474","4.09363883506445","14.8380375617134","4.09363883506445","11","80","","San Mateo Point Light","FD","33-23-18.228N","117-35-44.592W","Fl W 4s","Night","63","9","","NR on post.","",""
"9","32.68633","-117.232771666667","117.232771666667","41.2162158748212","41.1224842273973","4.78964798292416","15.6232921352001","4.78964798292416","11","1570","","Ballast Point Light B","FD","32-41-10.788N","117-13-57.978W","Fl W 4s","Night","16","9","","NG on platform on dolphin.","HORN: 1 blast ev 15s (2s bl).The sound signal can be activated by keying VHF-FM Ch. 81A 5 times within 10 seconds.",""
"8","36.9607033333333","-122.002185","122.002185","45.5474890883494","45.475082332094","1.68994709334428","10.3442325119675","1.68994709334428","11","300","4085","Santa Cruz West Breakwater Light","FD","36-57-38.532N","122-00-07.866W","Oc G 4s","Night","60","8","","White cylindrical structure.","HORN: 1 blast ev 30s (3s bl).",""
"8","34.4048233333333","-119.68785","119.68785","43.4297926539668","43.3452831295195","1.79648329982435","13.2454657401388","1.79648329982435","11","3750","","Santa Barbara Harbor Breakwater Light","FD","34-24-17.364N","119-41-16.260W","Fl W 2.5s","Night","35","8","","NG on pile.","HORN: 2 blasts ev 20s (2s bl-2s si-2s bl-14s si).   The sound signal can be activated upon request to the Santa Barbara Harbor Patrol.",""
"8","33.8973816666667","-120.118964166667","120.118964166667","43.9143251400546","43.8277689221767","1.90751542088703","13.6466990649725","1.90751542088703","11","2755","","South Point Light","FD","33-53-50.574N","120-07-08.271W","Fl W 6s","Night","530","8","","Small white house.","Visible from 272?? to 115??, partially obscured by hills elsewhere.",""
"8","37.8254472222222","-122.478271944444","122.478271944444","45.9933607990106","45.9248200715503","2.67512559372802","9.45274324363229","2.67512559372802","11","4270","","Lime Point Light","FD","37-49-31.610N","122-28-41.779W","Fl W 4s","Night","15","8","","On post.","",""
"8","32.7241766666667","-117.213168333333","117.213168333333","41.1910809528788","41.0975095651936","4.78292386279569","15.5950191810203","4.78292386279569","11","1700","","Harbor Island Light","FD","32-43-27.036N","117-12-47.406W","Fl W 4s","Both","56","8","","On top of red roofed building.","",""
"7","37.8365288888889","-122.472203611111","122.472203611111","45.9870184222286","45.9185257057999","2.6813870633201","9.4418990963752","2.6813870633201","11","4280","","Yellow Bluff Light","FD","37-50-11.504N","122-28-19.933W","Fl W 6s","Night","75","7","","NR on single pile.","",""
"7","33.42337","-118.513898333333","118.513898333333","42.3799337446822","42.2903859748352","3.32663854691531","14.5059871019389","3.32663854691531","11","2630","","Catalina Harbor Light","FD","33-25-24.132N","118-30-50.034W","Fl W 4s","Night","400","7","","On post.","Obscured from 104?? to 288??.   Higher intensity beam on bearing 030??.",""
"6","36.6084805555556","-121.8896925","121.8896925","45.4520929722086","45.3781155191264","1.33766436568513","10.7046780866296","1.33766436568513","11","3970","","Monterey Harbor Light 6","FD","36-36-30.530N","121-53-22.893W","Oc R 4s","Night","20","6","","TR on pile.","HORN: 1 blast ev 30s (3s bl).",""
"6","37.8081116666667","-122.36106","122.36106","45.8766237169617","45.8079949907001","2.60035810788362","9.47517693542688","2.60035810788362","11","4600","","Yerba Buena Island Wharf Light","FD","37-48-29.202N","122-21-39.816W","F R","Night","18","6","","On post.","",""
"6","37.86609","-122.319589444444","122.319589444444","45.8337258277023","45.7653480779647","2.63096225807007","9.41943874008135","2.63096225807007","11","5445","","Berkeley Breakwater Center Light","FD","37-51-57.924N","122-19-10.522W","Q W","Night","12","6","","On post.","",""
"6","37.8819391666667","-122.4002325","122.4002325","45.913964838515","45.8456645633591","2.68389627611618","9.39955808072803","2.68389627611618","11","5480","","Southampton Shoal Light","FD","37-52-54.981N","122-24-00.837W","Iso R 6s","Night","32","6","","White cylindrical tower.","BELL: 1 Strike ev 10s",""
"6","33.3107216666667","-117.482645","117.482645","41.3730660687381","41.2823766325124","4.23068360532091","14.9508280488005","4.23068360532091","11","60","","Camp Pendleton North Light","FD","33-18-38.598N","117-28-57.522W","Fl W 6s","Night","63","6","","White pyramidal structure.","",""
"6","33.25726","-117.436438333333","117.436438333333","41.3346579065279","41.2436922768131","4.29823209508701","15.0173034573279","4.29823209508701","11","50","","Camp Pendleton South Light","FD","33-15-26.136N","117-26-11.178W","Fl W 4s","Night","53","6","","White pyramidal structure.","",""
"6","32.6818766666667","-117.223505","117.223505","41.2077377542218","41.1139791790118","4.79973920546066","15.6307726331428","4.79973920546066","11","1540","","Zuniga Jetty Light V","FD","32-40-54.756N","117-13-24.618W","Fl W 4s","Night","17","6","","NW labeled DANGER SUBMERGED JETTY on post.","",""
"6","32.6783066666667","-117.223398333333","117.223398333333","41.2081777874224","41.1144027404307","4.80195847632615","15.6341431718252","4.80195847632615","11","1535","","Zuniga Jetty Light W","FD","32-40-41.904N","117-13-24.234W","Fl W 4s","Night","18","6","","NW labeled DANGER SUBMERGED JETTY on post.","",""
"6","32.67473","-117.223283333333","117.223283333333","41.2086109095754","41.1148193553953","4.80419004322974","15.6375230120222","4.80419004322974","11","1530","","Zuniga Jetty Light X","FD","32-40-29.028N","117-13-23.820W","Fl W 4s","Night","18","6","","NW labeled DANGER SUBMERGED JETTY on post.","",""
"6","32.6708733333333","-117.223166666667","117.223166666667","41.2090855316166","41.1152761842808","4.80659225810333","15.6411649116523","4.80659225810333","11","1525","","Zuniga Jetty Light Y","FD","32-40-15.144N","117-13-23.400W","Fl W 4s","Night","18","6","","NW labeled DANGER SUBMERGED JETTY on post.","",""
"6","32.666885","-117.223076666667","117.223076666667","41.2096070198133","41.1157792946113","4.80905394540577","15.6449202653251","4.80905394540577","11","1520","","Zuniga Jetty Light Z","FD","32-40-00.786N","117-13-23.076W","Fl W 2.5s","Night","28","6","","NW labeled DANGER SUBMERGED JETTY on post.","HORN: 1 blast ev 10s (1s bl). Operates continuously.",""
"5","35.3598183333333","-120.880505","120.880505","44.5282863679756","44.4485156388067","0.269844078147198","12.0706315174358","0.269844078147198","11","3840","","Morro Bay Approach Lighted Whistle Buoy MB","FD","35-21-35.346N","120-52-49.818W","Mo (A) W","Night","","5","","Red and white stripes.  No topmark will be shown on this aid as required by IALA standards due to weather.","AIS: MMSI 993692037",""
"5","35.1460255555556","-120.784938611111","120.784938611111","44.4509471071909","44.3701960860132","0.495426864161957","12.2972106097097","0.495426864161957","11","230","","Westdahl Rock Lighted Bell Buoy 1","FD","35-08-45.692N","120-47-05.779W","Fl G 6s","Night","","5","","Green.","",""
"5","34.40776","-119.68785","119.68785","43.4294836477704","43.3449872855588","1.79461353453328","13.2426130635893","1.79461353453328","11","3767","","Santa Barbara Breakwater Extension Light","FD","34-24-27.936N","119-41-16.260W","Fl W 4s","Night","20","5","","NG on post.","",""
"5","34.408055","-119.685083333333","119.685083333333","43.4267012991259","43.3422049756979","1.79656147978375","13.2429838083341","1.79656147978375","11","3765","","Santa Barbara Harbor Light 4","FD","34-24-28.998N","119-41-06.300W","Fl R 6s","Night","25","5","","TR on post.","",""
"5","34.4011083333333","-119.679299722222","119.679299722222","43.4216811448056","43.3371509976943","1.80544209319862","13.2511066458189","1.80544209319862","11","3755","","Santa Barbara Harbor Lighted Bell Buoy SB","FD","34-24-03.990N","119-40-45.479W","Mo (A) W","Night","","5","","Red and white stripes.  No topmark will be shown on this aid as required by IALA standards due to weather.","",""
"5","34.2457883333333","-119.273205","119.273205","43.0346636359953","42.9492414494377","2.22190868469081","13.503335282631","2.22190868469081","11","3685","","Ventura Marina South Breakwater Light 3","FD","34-14-44.838N","119-16-23.538W","Fl G 2.5s","Night","26","5","","SG on post.","",""
"5","34.2462116666667","-119.270255","119.270255","43.0316849791265","42.9462632612373","2.22405005620177","13.50370486027","2.22405005620177","11","3700","","Ventura Marina South Jetty Light 6","FD","34-14-46.362N","119-16-12.918W","Fl R 4s","Night","26","5","","TR on pile.","HORN: 1 blast ev 10s (1s bl). The sound signal can be activated by keying VHF-FM Ch. 81A 5 times within 10 seconds.",""
"5","34.1597269444444","-119.234275555556","119.234275555556","43.0055236442557","42.9196940573833","2.30440572569027","13.5966227618767","2.30440572569027","11","3635","","Channel Islands Harbor Breakwater North Light","FD","34-09-35.017N","119-14-03.392W","Fl W 4s","Night","35","5","","NR on square platform on white column.","",""
"5","34.1572233333333","-119.228355","119.228355","42.9999208419846","42.9140770151963","2.31063881543094","13.6006049320771","2.31063881543094","11","3645","","Channel Islands Harbor North Jetty Light 3","FD","34-09-26.004N","119-13-42.078W","Fl G 4s","Night","35","5","","SG on post.","",""
"5","34.1545133333333","-119.230325","119.230325","43.0021822056271","42.9163271388721","2.31070195646462","13.602696218075","2.31070195646462","11","3630","","Channel Islands Harbor Breakwater South Light 1","FD","34-09-16.248N","119-13-49.170W","Fl G 6s","Night","54","5","","SG on pile.","",""
"5","34.1560316666667","-119.227393333333","119.227393333333","42.9990987994859","42.913249118942","2.31212437453248","13.6020088569724","2.31212437453248","11","3640","","Channel Islands Harbor South Jetty Light 2","FD","34-09-21.714N","119-13-38.616W","Fl R 2.5s","Night","35","5","","TR on post.","HORN: 1 blast ev 15s (1s bl). The sound signal can be activated by keying VHF-FM Ch. 81A 5 times within 10 seconds.",""
"5","34.1589502777778","-119.224980277778","119.224980277778","42.996373865248","42.9105361461112","2.31229404144003","13.5998345777713","2.31229404144003","11","3655","","Channel Islands Harbor North Jetty Light 5","FD","34-09-32.221N","119-13-29.929W","Fl G 4s","Night","39","5","","SG on post.","",""
"5","34.1580133333333","-119.224251666667","119.224251666667","42.9957548251765","42.9099125169041","2.31343965421488","13.6009312434685","2.31343965421488","11","3650","","Channel Islands Harbor South Jetty Light 4","FD","34-09-28.848N","119-13-27.306W","Fl R 4s","Night","39","5","","TR on post.","Obscured from 230?? to 060??.",""
"5","34.14398","-119.216258333333","119.216258333333","42.9893869719347","42.9034773779441","2.32827503996902","13.6165829442154","2.32827503996902","11","3615","","Port Hueneme West Jetty Light 3","FD","34-08-38.328N","119-12-58.530W","Fl G 2.5s","Night","42","5","","SG on post. Restricted Area.","",""
"5","34.1377827777778","-119.2170525","119.2170525","42.9908731192885","42.9049359724473","2.33138934236411","13.6223468952726","2.33138934236411","11","3595","","Port Hueneme Entrance Lighted Whistle Buoy PH","FD","34-08-16.018N","119-13-01.389W","Mo (A) W","Night","","5","","Red and white stripes.  No topmark will be shown on this aid as required by IALA standards due to weather.","",""
"5","34.1430966666667","-119.211891666667","119.211891666667","42.9851472889799","42.8992315276203","2.33229031626008","13.6185948690094","2.33229031626008","11","3600","","Port Hueneme East Jetty Light 4","FD","34-08-35.148N","119-12-42.810W","Fl R 2.5s","Night","31","5","","TR on post, Restricted Area Warning Sign.","",""
"5","37.4646913888889","-122.469707777778","122.469707777778","45.9952402737702","45.9251183674245","2.37072155096167","9.81356779113919","2.37072155096167","11","4125","","Southeast Reef Southern End Lighted Gong Buoy 1S","FD","37-27-52.889N","122-28-10.948W","Fl G 6s","Night","","5","","Green.","",""
"5","37.4815219444444","-122.483038888889","122.483038888889","46.0080143660502","45.937967844375","2.3921754691993","9.79626393319857","2.3921754691993","11","4140","","Pillar Point Harbor Entrance Lighted Bell Buoy 3","FD","37-28-53.479N","122-28-58.940W","Fl G 4s","Night","","5","","Green.","",""
"5","37.6713544444444","-122.222733055556","122.222733055556","45.7420383465646","45.6727926492334","2.41359334326312","9.61954628869743","2.41359334326312","11","4830","","San Leandro Marina Channel Light 1","FD","37-40-16.876N","122-13-21.839W","Fl G 4s","Night","14","5","","SG on pile.","HORN: 1 blast ev 30s (3s bl), operates continuously from  Oct. 1 to Apr. 1.",""
"5","37.6953427777778","-122.191429722222","122.191429722222","45.7100693328841","45.640925754677","2.42007645806893","9.59764692789303","2.42007645806893","11","4829","","San Leandro Marina Channel Directional Light","FD","37-41-43.234N","122-11-29.147W","F W R G","Night","19","5","","On pile.","Red from 045.5?? to 046.5??, white from 046.5?? to 047??, green from 047?? to 048??.",""
"5","37.9977011111111","-121.446937222222","121.446937222222","44.9582777987975","44.890404784856","2.47667028947919","9.3768017396008","2.47667028947919","11","7015","","Acker Island Light","FD","37-59-51.724N","121-26-48.974W","Q W","Night","29","5","","NR on pile.","",""
"5","37.7772566666667","-122.341306666667","122.341306666667","45.857673054333","45.7889065959288","2.5637699808847","9.5069942693448","2.5637699808847","11","4745","","Alameda Naval Air Station Channel Entrance Lighted Bell Buoy 1","FD","37-46-38.124N","122-20-28.704W","Fl G 4s","Night","","5","","Green.","",""
"5","37.8081636111111","-122.344330277778","122.344330277778","45.8598980966544","45.7912678866858","2.59215349486543","9.47597246755365","2.59215349486543","11","4630","","Oakland Outer Harbor Lighted Buoy 3","FD","37-48-29.389N","122-20-39.589W","Fl G 4s","Night","","5","","Green can.","",""
"5","37.8332261111111","-122.372490277778","122.372490277778","45.8874179165546","45.8189007725479","2.6278374446426","9.44953017572553","2.6278374446426","11","5420","","Treasure Island North End Light 6","FD","37-49-59.614N","122-22-20.965W","Fl R 2.5s","Night","30","5","","TR on pile.","",""
"5","37.8670027777778","-122.320118055556","122.320118055556","45.8342321871206","45.7658585076729","2.63201654472865","9.41849853636238","2.63201654472865","11","5450","","Berkeley Breakwater Light 2","FD","37-52-01.210N","122-19-12.425W","Fl R 2.5s","Night","22","5","","TR on post.","",""
"5","37.86718","-122.321345277778","122.321345277778","45.8354547619996","45.7670819817448","2.63275453650556","9.4182548713133","2.63275453650556","11","5455","","Berkeley North Breakwater Light 3","FD","37-52-01.848N","122-19-16.843W","Fl G 4s","Night","21","5","","SG on pile.","",""
"5","37.8320138888889","-122.409155555556","122.409155555556","45.9241020133124","45.8555832023908","2.64512256102968","9.44902664082966","2.64512256102968","11","5348","","San Francisco Bay North Channel Lighted Buoy 1","FD","37-49-55.250N","122-24-32.960W","Fl G 6s","Night","","5","","Green.","",""
"5","37.8083227777778","-122.453533055556","122.453533055556","45.9690614945568","45.9004431363842","2.64758297943317","9.47081373618019","2.64758297943317","11","4290","","Anita Rock Light","FD","37-48-29.962N","122-27-12.719W","Q W","Night","20","5","","NR on cylindrical structure.","",""
"5","37.65","-122.695","122.695","46.2147229157323","46.1454383320702","2.65420612614205","9.62252974731417","2.65420612614205","11","345","","San Francisco South Traffic Lane Lighted Bell Buoy S","FD","37-39-00.000N","122-41-42.000W","Fl Y 4s","Night","","5","","Yellow.","",""
"5","38.0548972222222","-121.992442222222","121.992442222222","45.5024612701828","45.43488950146","2.66896899415472","9.25486703600579","2.66896899415472","11","6520","","Middle Point Light","FD","38-03-17.630N","121-59-32.792W","Fl W 4s","Night","20","5","","NR on pile","",""
"5","37.8382358333333","-122.445978888889","122.445978888889","45.9607594664501","45.892271642569","2.66925404235304","9.44123111087589","2.66925404235304","11","4330","","Harding Rock Lighted Buoy HR","FD","37-50-17.649N","122-26-45.524W","Fl (2+1)R 6s","Night","","5","","Red and green bands.","AIS: MMSI 993692020","K ( - . - )"
"5","37.8640175","-122.469726944444","122.469726944444","45.9838695103921","45.9154971757464","2.70358995628077","9.41452573377641","2.70358995628077","11","4380","","Cone Rock Light","FD","37-51-50.463N","122-28-11.017W","Q W","Night","17","5","","NR on pile.","",""
"5","38.0400452777778","-122.138461666667","122.138461666667","45.648753018104","45.5811271528818","2.7090956844701","9.25756446565669","2.7090956844701","11","6250","","Benicia Wharf Light","FD","38-02-24.163N","122-08-18.462W","Fl G 4s","Night","12","5","","Corner of pier.","",""
"5","37.8265533333333","-122.550958888889","122.550958888889","46.0659974127019","45.9974687976711","2.71495675150168","9.44919169362159","2.71495675150168","11","4235","","Bonita Channel Lighted Bell Buoy 3","FD","37-49-35.592N","122-33-03.452W","Fl G 4s","Night","","5","","Green.","",""
"5","37.9038833333333","-122.444668333333","122.444668333333","45.9578708578451","45.8896711885171","2.72509198722182","9.37569322293148","2.72509198722182","11","5495","","San Francisco Bay North Preferred Channel Lighted Buoy  B","FD","37-54-13.980N","122-26-40.806W","Fl (2+1)G 6s","Night","","5","","Green, Red, Green Preferred channel buoy","",""
"5","37.9129597222222","-122.449380277778","122.449380277778","45.9623706796515","45.8942113141713","2.73530641928816","9.36643061755471","2.73530641928816","11","5510","","San Francisco Bay North Preferred Channel Lighted Buoy C","FD","37-54-46.655N","122-26-57.769W","Fl (2+1)G 6s","Night","","5","","Green, Red, Green Preferred channel buoy","",""
"5","37.6910430555556","-122.794433888889","122.794433888889","46.3129589377505","46.2438644117167","2.74799582358196","9.58057820903977","2.74799582358196","11","350","","San Francisco West Traffic Lane Lighted Gong Buoy W","FD","37-41-27.755N","122-47-39.962W","Fl Y 2.5s","Night","","5","","Yellow.","",""
"5","38.0165658333333","-122.367458611111","122.367458611111","45.8781871196921","45.8104762951643","2.78630163204188","9.2666635116455","2.78630163204188","11","5895","","Point Pinole Light P","FD","38-00-59.637N","122-22-02.851W","Fl W 2.5s","Night","15","5","","NR on pile.","Ra ref.",""
"5","38.0098605555556","-122.404470833333","122.404470833333","45.9153318695299","45.8475945876987","2.79779759200169","9.27157729662512","2.79779759200169","11","5890","","San Pablo Bay Preferred Channel Lighted Buoy E","FD","38-00-35.498N","122-24-16.095W","Fl (2+1)R 6s","Night","","5","","Red, Green, Red,  Preferred channel buoy","",""
"5","37.8601633333333","-122.695395555556","122.695395555556","46.2095653553655","46.1411978662508","2.82367741104137","9.41238262492064","2.82367741104137","11","4205","","Duxbury Reef Lighted Buoy 1DR","FD","37-51-36.588N","122-41-43.424W","Fl G 6s","Night","","5","","Green.","",""
