"drange","dlat","dlon_neg","dlon","D_to_Earl_Ross_Home","D_to_Ross_Cabin","minDist","District","LLNR","XREF","Aid_x0020_Name","Aid_x0020_Type","Position_x0020__x0028_Latitude_x0029_","Position_x0020__x0028_Longitude_x0029_","Characteristic","Both_x002F_Night_x002F_Day","Height","Range","Location","Structure","Remarks","RACN_x0020_Morse_x0020_Char"
"26","42.8370244444444","-124.563651944444","124.563651944444","8.0806269401257","4.76038887144668","4.76038887144668","13","595","","Cape Blanco Light","FD","42-50-13.288N","124-33-49.147W","Fl W 20s","Both","245","26","","White conical tower, with red roof and ball topmark.::59","Lighted througout 24 hours.",""
"20","46.8882175","-124.116912777778","124.116912777778","11.7403229555296","1.34023975503699","1.34023975503699","13","720","15530","Grays Harbor Light","FD","46-53-17.583N","124-07-00.886W","Al WR 30s","Night","123","20","","White truncated octagonal pyramid tower, with green cupola and red roof, with ball topmark.::33","Lighted throughout 24 hours.",""
"19","48.2980277777778","-123.531416666667","123.531416666667","12.9835022195858","1.24174328054278","1.24174328054278","13","16225","","Race Rocks Light","FD","48-17-52.900N","123-31-53.100W","Fl W 10s","Night","118","19","(C)","Cylindrical tower with white and black horizontal bands.","HORN: 3 blast ev 60s (2s bl-3s si-2s bl-3s si-2s bl-48s si). Horn points 155??.",""
"19","46.2989066666667","-124.077981111111","124.077981111111","11.1616704286508","1.58014160966897","1.58014160966897","13","700","","North Head Light","FD","46-17-56.064N","124-04-40.732W","Fl (2)W 30s","Night","194","19","","White conical tower with black roof and ball topmark.","Light is obscured eastward of 181??.   Lighted throughout 24 hours.",""
"19","48.6117777777778","-124.751333333333","124.751333333333","13.570452999607","2.34041180592833","2.34041180592833","13","770","16140","Carmanah Point Light","FD","48-36-42.400N","124-45-04.800W","Fl W 5s","Night","182","19","(C)","White octagonal tower with red top.","",""
"19","44.6767522222222","-124.0794425","124.0794425","9.60982302657092","2.87878683968612","2.87878683968612","13","650","","Yaquina Head Light","FD","44-40-36.308N","124-04-45.993W","Fl (2)W 20s","Night","162","19","","White conical tower, with black cupola and red roof with ball topmark.::93","Lighted throughout 24 hours.",""
"18","48.1441580555556","-122.754776944444","122.754776944444","12.7065120803627","0.876081885919223","0.876081885919223","13","16475","","Point Wilson Light","FD","48-08-38.969N","122-45-17.197W","Al RW 5s","Night","51","18","","White octagonal tower with a black roof, on top of a white building with a red roof.::49","",""
"18","48.1817455555556","-123.110260277778","123.110260277778","12.7955512049021","0.951591514441131","0.951591514441131","13","16335","","New Dungeness Light","FD","48-10-54.284N","123-06-36.937W","Fl W 5s","Night","67","18","","White conical tower on dwelling.::67","",""
"18","48.14001","-123.402421666667","123.402421666667","12.8042789275956","1.03868121842336","1.03868121842336","13","16280","","Ediz Hook Light","FD","48-08-24.036N","123-24-08.718W","Fl G (2)W 10s","Night","50","18","","On skeleton tower.::50","HORN: 1 blast ev 30s (3s bl). HORN is activated by keying the mic 5 times on VHF-FM Channel 81A (157.075MHz). HORN will operate for 30 minutes.",""
"17","47.6619669444444","-122.4357025","122.4357025","12.1889343259051","0.556781236596588","0.556781236596588","13","16800","","West Point Light","FD","47-39-43.081N","122-26-08.529W","Al WR 10s","Night","27","17","","White octagonal cupola with red roof, on top of white square building.::30","HORN: 1 bl ev 10s (1s bl). HORN is activated by keying the mic 5 times on VHF-FM Channel 81A (157.0575 MHz). HORN will operate for 30 minutes.",""
"17","48.5158672222222","-123.152508888889","123.152508888889","13.1321419039971","1.28477253424204","1.28477253424204","13","19695","","Lime Kiln Light","FD","48-30-57.122N","123-09-09.032W","Fl W 10s","Night","45","17","","White octagonal tower with a black cupola and red roof, attached to a square white building.::31","",""
"17","48.783","-123.045833333333","123.045833333333","13.379819858908","1.52641365976716","1.52641365976716","13","19810","","Saturna Island Sector Light","FD","48-46-58.800N","123-02-45.000W","Fl W 15s","Night","102","17","(C)","On red square skeleton tower.","Red light visible from 156?? to 211.5??.",""
"17","48.8733333333333","-123.29","123.29","13.5071051421524","1.66579855496508","1.66579855496508","13","20370","","Active Pass Light","FD","48-52-24.000N","123-17-24.000W","Fl W 10s","Night","57","17","(C)","White circular tower.","Emergency light.",""
"16","47.5762727777778","-122.420550555556","122.420550555556","12.1020843975517","0.51253686401036","0.51253686401036","13","16915","","Alki Point Light","FD","47-34-34.582N","122-25-13.982W","Fl W 5s","Night","39","16","","White octagonal tower with a gray cupola and red roof, attached to square white building.::45","",""
"16","48.9716275","-123.083693055556","123.083693055556","13.5719718013245","1.71851610400447","1.71851610400447","13","19965","","Point Roberts Light","FD","48-58-17.859N","123-05-01.295W","Fl (2)W 15s","Night","31","16","","NR on skeleton tower.::25","",""
"15","48.4245833333333","-123.225666666667","123.225666666667","13.0538862365429","1.21817521406742","1.21817521406742","13","16270","19685","Discovery Island Light","FD","48-25-28.500N","123-13-32.400W","Fl W 5s","Night","93","15","(C)","White cylindrical tower with red top.","",""
"14","47.3059102777778","-122.444263888889","122.444263888889","11.8361679357367","0.389914462717395","0.389914462717395","13","17090","","Browns Point Light","FD","47-18-21.277N","122-26-39.350W","Fl W 5s","Night","38","14","","White concrete tower.::35","Light obscured from 217?? to 002??.",""
"14","47.9121625","-122.526813333333","122.526813333333","12.4479075893158","0.709882790685681","0.709882790685681","13","16550","","Point No Point Light","FD","47-54-43.785N","122-31-36.528W","Fl (3)W 10s","Night","27","14","","Black octagonal tower atop a white building.::30","",""
"14","47.9487455555556","-122.306241666667","122.306241666667","12.460470539506","0.857739999622182","0.857739999622182","13","18460","","Mukilteo Light","FD","47-56-55.484N","122-18-22.470W","Fl W 5s","Night","33","14","","White octagonal tower with red roof, attached to white square building.::33","HORN: 1 blast ev 30s (3s bl). HORN is activated by keying the mic 5 times on VHF-FM Channel 83A (157.175MHz). HORN will operate for 30 minutes.",""
"14","48.3206577777778","-122.830958055556","122.830958055556","12.8916498386033","1.04911415990653","1.04911415990653","13","16375","","Smith Island Light","FD","48-19-14.368N","122-49-51.449W","Fl W 10s","Night","55","14","","NB on skeleton tower, on mulit-pile structure.::50","",""
"14","48.3919913888889","-124.736930555556","124.736930555556","13.3550708782739","2.20944396864684","2.20944396864684","13","760","16145","Cape Flattery Light","FD","48-23-31.169N","124-44-12.950W","Fl (2)W 20s","Night","112","14","","On skeleton tower.::9","",""
"13","48.224655","-122.769429166667","122.769429166667","12.7882409013297","0.955205180496151","0.955205180496151","13","16400","","Point Partridge Light","FD","48-13-28.758N","122-46-09.945W","Fl W 5s","Night","105","13","","NB on skeleton tower.::20","",""
"13","48.3950833333333","-123.305166666667","123.305166666667","13.0381698428859","1.21885191532915","1.21885191532915","13","16265","","Trial Islands Light","FD","48-23-42.300N","123-18-18.600W","Fl G 5s","Night","93","13","(C)","White cylindrical tower.","",""
"12","47.4506786111111","-122.382578611111","122.382578611111","11.9730655319799","0.484420279734083","0.484420279734083","13","16980","","Three Tree Point Light","FD","47-27-02.443N","122-22-57.283W","Fl W 2s","Night","28","12","","On basket on steel pile.::17","HORN: 1 blast ev 15s (2s bl). HORN is activated by keying the mic 5 times on VHF-FM Channel 83A (157.175MHz). HORN will operate for 30 minutes.",""
"10","47.5988483333333","-122.387906666667","122.387906666667","12.1209334397037","0.552208193555545","0.552208193555545","13","16910","","Duwamish Head Light","FD","47-35-55.854N","122-23-16.464W","Fl W 2.5s","Night","25","10","","NB on skeleton tower, on multi-pile structure.::25","Obscured from 324?? to 045??.",""
"10","48.5475833333333","-123.236861111111","123.236861111111","13.1770511389838","1.33852588990961","1.33852588990961","13","19710","","Kelp Reefs Light","FD","48-32-51.300N","123-14-12.700W","Q W","Night","35","10","(C)","White cylindrical tower.","",""
"9","47.3881327777778","-122.374390277778","122.374390277778","11.9099993446548","0.472868654885517","0.472868654885517","13","17070","","Robinson Point Light","FD","47-23-17.278N","122-22-27.805W","Fl (2)W 12s","Night","40","9","","On pedestal outside of cupola. White octagonal tower with red roof, attached to white square building.","HORN: 1 blast ev 30s (3s bl). HORN is activated by keying the mic 5 times on VHF-FM Channel 81A (157.075MHz). HORN will operate for 30 minutes.",""
"9","48.4135","-123.393805555556","123.393805555556","13.0717646077857","1.27237747317949","1.27237747317949","13","16250","","Ogden Point Breakwater Light","FD","48-24-48.600N","123-23-37.700W","Q R","Night","40","9","(C)","White tower with red band around bottom.","",""
"9","48.3766944444444","-123.921083333333","123.921083333333","13.1396918081109","1.55113457515931","1.55113457515931","13","16195","","Sheringham Point Light (C)","FD","48-22-36.100N","123-55-15.900W","Fl G 15s","Night","64","9","","White hexagonal tower.","",""
"9","47.9048555555556","-124.647464166667","124.647464166667","12.862171606298","1.92213235588018","1.92213235588018","13","745","16080","James Island Light","FD","47-54-17.480N","124-38-50.871W","Fl W 6s","Night","150","9","","White house.","Light is obscured from 068?? to 101?? and from 111?? to 293??.",""
"8","48.6887866666667","-123.237398611111","123.237398611111","13.3164441365315","1.4739017862748","1.4739017862748","13","19790","","Turn Point Light","FD","48-41-19.632N","123-14-14.635W","Fl W 2.5s","Night","44","8","","White concrete tower.","Light obscured from 260??30` to 357??.",""
