"drange","dlat","dlon_neg","dlon","D_to_Driftmier","D_to_Adrift_F35","D_to_Earl_Ross_Home","D_to_Ross_Cabin","minDist","District","LLNR","XREF","Aid_x0020_Name","Aid_x0020_Type","Position_x0020__x0028_Latitude_x0029_","Position_x0020__x0028_Longitude_x0029_","Characteristic","Both_x002F_Night_x002F_Day","Height","Range","Location","Structure","Remarks","RACN_x0020_Morse_x0020_Char"
"25","36.3062502777778","-121.901546388889","121.901546388889","45.480671518601","45.4053716322351","1.12254172685661","11.0047563700529","1.12254172685661","11","280","","Point Sur Light","FD","36-18-22.501N","121-54-05.567W","Fl W 15s","Both","250","25","","Light House::48","Emergency light of reduced intensity when main light is extinguished.",""
"24","33.7419611111111","-118.410628611111","118.410628611111","42.2368935037185","42.1487341483228","3.21751238840545","14.2339035634946","3.21751238840545","11","170","","Point Vicente Light","FD","33-44-31.060N","118-24-38.263W","Fl (2)W 20s","Night","185","24","","White cylindrical tower.::67","Emergency light of reduced intensity when main light is extenguished.",""
"20","37.8262255555556","-122.422126388889","122.422126388889","45.9372133488803","45.8686704100568","2.64672031115052","9.45423704349116","2.64672031115052","11","4315","","Alcatraz Light","FD","37-49-34.412N","122-25-19.655W","Fl W 5s","Night","214","20","","Gray octagonal tower.::84","Emergency light of lower intensity when main light is extinguished.",""
"18","37.8155888888889","-122.529518333333","122.529518333333","46.0448385815238","45.9762597861138","2.69411132081302","9.46081399519161","2.69411132081302","11","370","4220","Point Bonita Light","FD","37-48-56.120N","122-31-46.266W","Oc W 4s","Night","124","18","","White tower on building.::33","Emergency light of reduced intensity when main light is extinguished.::HORN: 2 blasts ev 30s (2s bl-2s si-2s bl-24s si). The sound signal can be activated by keying VHF-FM Ch. 81A 5 times within 10 seconds.::AIS MMSI: 993692000",""
"17","36.6333758333333","-121.933716111111","121.933716111111","45.4947681088777","45.4209095633608","1.38440918813194","10.6760828552366","1.38440918813194","11","290","","Point Pinos Light","FD","36-38-00.153N","121-56-01.378W","Oc W 4s","Night","89","17","","Building::28","Emergency light of reduced intensity when main light is extinguished.",""
"14","35.16023","-120.760491666667","120.760491666667","44.4253687999059","44.3446715176731","0.498839506931954","12.2873038855248","0.498839506931954","11","225","","San Luis Obispo Light","FD","35-09-36.828N","120-45-37.770W","Fl W 5s","Both","116","14","","","Lighted throughout 24 hours. ::",""
"14","34.4486252777778","-120.470700555556","120.470700555556","44.2038635304379","44.1199042286574","1.25459924818285","13.0386397811918","1.25459924818285","11","200","","Point Conception Light","FD","34-26-55.051N","120-28-14.522W","Fl W 30s","Night","133","14","","White tower behind white building.::52","",""
"14","34.3963866666667","-119.722635277778","119.722635277778","43.4652729762455","43.380741804096","1.77528099837386","13.2454506190347","1.77528099837386","11","195","","Santa Barbara Light","FD","34-23-46.992N","119-43-21.487W","Fl W 10s","Night","142","14","","White tower.::24","Light obscured from 090?? to 275??.",""
"14","37.1817413888889","-122.393944166667","122.393944166667","45.9297014163499","45.8583313629682","2.10014148008185","10.0993370758006","2.10014148008185","11","320","","Pigeon Point Light","FD","37-10-54.269N","122-23-38.199W","Fl W 10s","Both","148","14","","Cylindrical::110","",""
"14","34.0158377777778","-119.359558055556","119.359558055556","43.1463254660546","43.0599116626799","2.2991432905472","13.7031462819304","2.2991432905472","11","185","","Anacapa Island Light","FD","34-00-57.016N","119-21-34.409W","Fl (2)W 60s","Night","","14","","White cylindrical tower.::40","HORN: 1 blast ev 15s (2s bl), operates continuously.",""
"14","34.14517","-119.209963333333","119.209963333333","42.9829981083678","42.8970907354897","2.33258004240822","13.6171090553281","2.33258004240822","11","190","3585","Port Hueneme Light","FD","34-08-42.612N","119-12-35.868W","Fl (5)W 30s","Night","52","14","","White square tower on building.::48","Obscured from 296?? to 155??.  HORN: 1 blast ev 30s (3 sec blast). The sound signal can be activated by keying VHF-FM Ch. 81A 5 times within 10 seconds.::",""
"14","37.5364755555556","-122.519275555556","122.519275555556","46.0424809000277","45.9726793662151","2.45792808327496","9.74011229529442","2.45792808327496","11","335","","Point Montara Light","FD","37-32-11.312N","122-31-09.392W","Fl W 5s","Night","70","14","","White conical tower.::30","",""
